text,predicted_label
I,1
Gg bang windah🎉,0
Yadi Harmoko dahar ngopi ngaroko,0
Nama game nya apa bang,1
Aku mau kasih 100000,0
Gua bersyukur seumur hidup gua belum nyentuh yg namanya jud*l dan gak akan pernah.,0
Jirlah game yang buat gw ampe terharu,0
46:19,1
srn dti mk was b nm,0
"yang kabur sama anak, itu jadi keinget aku dulu kabur malam hari ketakutan ibu ku lagi hamil jalan kaki ber 2 🥹🥹🥹",0
Ye akhirnya lu main game ini bang Winda,0
Like comment aku dong bang,0
Dev nya terlalu buat ni game,1
Tjf,1
"2:10:25 gue refleks nangis, sumpah bapaknya jahat banget😭",0
"bersyukur bngt ayah aku gk bisa main hp, jdi dia gk tau hal"" yang kgk gitu",0
2:06:12,1
GAME TERBAGUSSSSSS AGHHHHHHHHHHGHYYYYY,1
GAME TERBAGUSSSSSS AGHHHHHHHHHHGHYYYYY,1
32:43  😂ngakak,0
Ganteng² basudara😂😂😂,0
vang kmu sekarang baik baik aja apa yg terjadi di jam 3,0
kalo jadi film bagus banget,0
😢,1
"Aku tidak pernah berzina, tidak pernah bermain judi, dan aku sudah berhenti merokok.",0
"bang aku lagi sakit 
doa ini aku cepet sembuh  🤒",0
tutup degan indah,0
keliatan menang padahal rugi darj awal,0
"sesak liat nya, semoga dimasa depan kita tidak menjadi orang orang seperti itu, kita sayangi keluarga kita TwT",0
22:36 nyambung banget sama asapnya,0
:),1
50:00 aku mau ngaji dulu,0
Be near,0
tidak pernah gagal,0
kabur,0
Kalau aku 15000,0
"GELISAH BANGET,NGASIH DUITNYA DI ITUNG ANJIR",0
Halo BG. Semangat ya bg bikin kontennya 😊😊🎉,1
No judi no pmo tapi kecanduan narkoba 😢,0
Gw malah pmo,0
Bang Winda pacarnya sasa😊,0
Orang tua ku juga panggilnya dek dan mas,0
"sumpah gw mau nangis bang nontonnya🥲,good game👍🏻",0
Bang keren banget aku terharu yang terahir 😢😢😢😢😢😢😢😢,0
Bang winda,0
bang aku smp jajan 2 000 asli aku nabung sampe 1 juta,0
Anjay,1
Bilyy,1
Menurut ku ku respect Ama mama nya membela sabar menghadapi tantangan dan berjuang melindungi anaknya,0
Menjiwai banget ya bang maen game nya😂,0
kdaorassk,1
Baru pertama lagu nya sedih banget,0
tangisannya kaila nyentuh banget plis 😢,0
Bro aku ingin mencoba main tolong kasih saya pesan emng ruginya buat saya apa dan padahal aku main bakal 1× aja,0
Ba ga dh h,0
W stream,0
"ending nadia si beni otaknya buntu bet njr ,istri sndri wtf digtuin",0
Bagus,0
40:52,1
game indo of the year 😭😭😭,1
bang windah yang main game aku yang gelisah 😭,0
Hfiy,1
Nice game bang jadi terharu+menegangkan semuanya dapat 🙏,0
"jadi keinget keluarga ku hancur karna ayah ku main judi, stop normalisasi kan main judi karna kebutuhan ya guys 🙁",0
"Tapi beneran ada manusia kayak gini
malahan dia tinggal di rumah bibi nya, dan jadi benalu jir 😂😂😂",0
Bang lu saking salutnya sama game ini ya bang,1
Wah geblek anjim 8 JT penayangan 😮,0
"bang emang iya ya kalo kita beli game yang berbayar, kedepannya bayar trs?",0
Bamg yusername nya yanto suharko,0
Semua berawal dari sebatang rokok dan hp,0
Semua bangg😊😊,0
Kak nata main game the boiled one dong,0
Stop judi,1
Ya Allah aku syok banget 2:05.31,0
Cgi Vs Ai Be Like: 22:24,1
Wkwkwk apalah sama aku yang gak ada ayah hanya ada seorang ibu yang membesarkan ku,0
OMG season pas the end aku Ampe nangis😢,0
Kabur saja,0
Mendingan bentak aja😂😂😂😂,0
"Aku relate bg, tpi sebagai anak aku gatau harus gimana.",0
Gak nyangka bg windah ternyata gk berani nampar jika saat udh punya istri,0
bg main pikabu suster jaga malam,0
Game yang terbaik dan gg,1
Nama gamenya apa ya?,0
game terbaik yg dimainin bang brando mnurutku sepanjang sejarah per game an cannel windah basudara,1
gw gak papa tu padahal gw masih kecil hhihihihi,0
Gatau gem kekerasan,0
1:39:30 tidakkkkkkk!! 😭,0
Bang windah kan gem ini mahal emang bang windah mampu mahaljuga aku dah liat ke daonlaut😮😮😮😮😮😮😮😮😮😮😮😮😮😮🎉🎉🎉😊,0
Pas kaila lagi nonton film ganteng ganteng Basudara 😭😭🤣,0
53:30 pusing banget liat utang nya,0
😢😢,0
hai,0
Saya SD dari kelas 1 sampe 5 sangu 2k doang cuman dapat pop ice 1,1
Okbng,1
"Keren bgt, speechless😢",0
bang playing bigfood,1
Gelisah nontonnya gara gara Yadi yg ngajakin,0
L windah,0
1:14:27 ampun bang Winda kasarnya jangan kayak gitu lah😂😂😂😂🤣🤣🤣🤣🤣😢,0
anjayyyy,1
W gameeee sumpah game terbagussss untuk di tema psikologi yang mengocok ocokkk sumpill,1
itu ibunya daniel yang di bully malah jadi bocil SMA😅,0
WindwadaBasudara??,0
Lexkecekomybja??,1
What a Game,0
ekspresi bg windah mewakili bngt sama percakapan digame itu🤣🤣,0
Bang pas banget aku punya kaka mama aku dia namanya tedi suka main jud*,1
ga pernah seribet ini liat vt bang windah sumpah🗿,0
Suka banget nonton nya,0
Durasi nya panjang bener,0
BAGUS BGT ANJIRRRR,0
game terbaik,1
Joykreatif 1 - 0 KOMINFO,0
Game nya seru tapi bikin ngeselin😅,0
Duit sebanyak itu mending buat beli mie ayam ketimbang buat judi gak jadi kaya malah jadi miskin 😂,0
"W joykreatif
W game
W story
W stream",1
Sama kaya film komedi yang ada di bioskop,0
Udah pencet satu bang nih 1 kali lagi 11111,1
Ok bang idah 1,0
😮😢😂😂😂,0
Gw aja kelas 1 dulu 2000 itu 2009 gw tuh,0
aku gelisah banget nontonnya bang,0
jangan judi bang,1
"That ""Ganteng-ganteng Basudara""😭😭😭",0
cuki bubur ayam,0
squid game apa tuh,0
muak bgt ama penjudi,0
balik modal aja kaha,0
"Bang asli narasinya sebenernya gaterlalu nyebelin, tapi pake suara lo jadi tambah nyebelin pengen gue lempar pake tahu gejrot",1
w game bang aku sampe nangis. keren joy keratatif aku salut,1
Sylla,1
"Papa sama mama ku sering judi, pinjol:(",1
38:23 NGAKAK BANGET SAMA GAMBAR ORANG LIDI NYA HAHAHAHA,0
"Ini game bgus bgt mengajarkan kita bersyukur Gua aja dulu SD sekolah kadang ga dapet uang jajan kdang dikasih itupun cuman seribuan atau  duaribuan atau 4ribuan kalau ada lebih pasti7ribuan jdi ke inget dlu jajan aja cmn segitu TPI gpernah ngeluh krna asik main sama temen anak ana dlukan lebih suka bermain menghabiskan waktu mreka dgn main dgn teman"" jdi ga kepikiran jajan gitu",0
"Bro aku solute betul,aku orang malay,tapi aku akui kalau developer game ni memang the best of the best bagi pendapat aku,banyak gila pengajaran,untuk pikabuustop,terima kasih telah membuat game bergini untuk menyedarkan orang orang diluar sana",0
:),1
keren banget bang,0
Yang komen pada alay😹,0
Tergantung sih bg mau panggil gimana tapi sering denger kok suami panggil istri ny dek,0
Salfok sama chatnya ❌ salfok sama di tv ada squid game✅😂😂,1
"mau curhat, awalnya tmn ku waras, gasuka judi sama pinjol, eh pas dia uda kerjaaa, mungkin lingkungan kerjana suka judi, dia awalnya coba cobaaa, emg dia juga uda salah si krna penasarann, yauda main awalnya kecil kecilan, eh malah skrng gilaaa bngt main judinya uda ga ketolong sakingg canduu nyaa, dia yg tdnya kayaa skrng jd miskin, bayangin aja dia sekali masang 28 jt😢😢😢, semua barang yg dia punya dia jual, kaya mobil, barang' branded ah uda ah cpe ngetik",0
aku baru nonton dan aku ngerasa ini tuh relate bgt sama org indo yg kecanduan jdl dan pjl awalnya emg happy tp akhirnya dar der dor semoga kalo aku nikah nanti ga kayak gini serem bgt asli 😢,0
50rb,0
Jijik juga sama percakapannya/teksny dibawah,0
Ih jijik,1
Dih jijik,1
Bang windah ikutan,0
Gelisah banget nonton nya 😢😢,0
Aku juga kayak gitu papa ku bilang dek ke mama ku,0
STOP JUDI BRO 😊,1
Goks,1
Paila,1
Sebelum menonton 🤡 sesudah nonton☠️,1
heru bapak aku woyy😭😭,0
Such an original idea.,0
ih nangus bet pas kaila dijual,0
Tus,1
Xyixhdi😢idhxidhxi❤ Udeh dudiu,1
good game.,1
Teling bak ni lak windah halom kangak liak i do,0
Maksud dari end ke 6/6 itu istri sama anak nya lagi di apain ya bang?,0
bg takut,0
😶,1
Gara-gara Winda aku jadi kaget😅😅😅😅😅😅😅😅🥲,0
Tapi kenapa aku kemarin jackpot 11 juta?apakah itu untung?padahal gue depp 25 ribu dapetnya sore jam 3 dapet 11 juta😂,0
Bangga kah? Awokawok,0
"Wah. Seru. Bangan.  Bang. Winda.  
😊makasih. Yah. Bikin.  Aku.  Seneng",0
Digodain suami kgk tuh,0
huftt,1
Mending buat anak baru bg terus jual😂,0
Pas sd aja jajan ku 2 ribu 😂,0
1:21:51 😂,1
gw yg habis wd nasgor mi ayam esteh bilek,1
kerenn,0
Bang Windah Nanti Game Selanjutnya Yang Akan Dirilis Yaitu Pikabuu Unhuman,1
T_T,1
kerennnn bngttt,0
masuk aja bang ke kamar nya😭,0
"double w stream, + double w pikabu",1
👍👍👍👍👍🥹,0
"""boleh , yad"" membawa petaka 🥀",0
Njir squid game ape tu woy😂,0
ternyata bukan ak aja yg nyadar 😭😭,0
“bombastic side eye” 😭😭HAHA,0
gw umur 11 tpi nonton ini,0
"Aku dulu 2,000 :(",0
56:06 WKwkwkwkwkwkkwkwkwkw,1
Gila gamenya absolute banget💀♥️👌🏻,1
2:11:51 puas bangetttttttttttttt,0
sumpah sumpah sumpah the best 🎉🎉🎉🎉,1
"dari beberapa cerita yang relate dan pernah gua tau, (1) jual istri dari kasus pemeran laskar pelangi, (2) bundir sengaja nabrakin kereta ada didepok, (3) cerita kabur dari lakinya dan dari rumah itu relate sama istri sodara gua, pinjol dimana mana lalu lakinya (sodara gua) sempet berubah tapi balik lagi main dan utang udah dimana mana",0
"pesannya, buat yang gak pernah main jangan coba coba dan kalopun mau coba, harus tanam prinsip gak akan kecanduan judi. jika udah terlanjur dalam harus bener bener stop total, memang akan sangat sulit untuk stop kecanduan",1
"hati gw  sakit banget denger suara tangisan anaknya, ga sadar gw tiba2 nangis",0
"W GAME, W STREAM :) Absolute Cinema🥲 RESPECT JOY KERATIF",0
Yadi nama bapak gw cok🗿,0
kaburrrrr,0
😭😭😭😭😭😭😭😭😭😭😭,1
2:05:58 😢😢😢,0
Halo bang,0
Bentara lagi,0
Harus sensor supaya nggak kelihatan😢😢😢😢,0
knpa gue bru nnton sekarang plsss,0
Ini smua komentar nya di like tah?😌,0
Jadi dimana ini 🥺,0
Jelek. Winda,1
anjr ada squid game cwe😂,0
sumpah  keren,0
Bg semoga ibunya itu dapat Keberkahan❤,0
sumpah itu mengharu bgt tapi gw gk nangis tapi itu sangat wah gk bisa berkata kata pas di bacok🗿,0
windah gk pandai main dan gk make otak,1
tragis bet jirt,1
46:20 bombastic side eye😂,1
2:14:53 nangis banget di sini 😢😢😢,0
😮,1
😂,1
respek sama game indo walaupun grafik gak bagus. daripada game upin ipin. kejar rembo doang.,1
1:14:22 akhirnya 😮😮,0
Bikin gelisah nontonya,0
2:06:47 itu maksudnya apa bg tolong jelasin dong?,0
Yadi tlek,1
"Aku sahut sm Nadia,dia ngelakuin apa pun demi anaknya,aku bersyukur punya keluarga yg ga pinjol,judi.",0
Bang kapan aplot lagi😊😊,0
balik lagi ksini gara2 sepupu w terang2an mau minjem duit gw buat slot miris bjer☹️,0
Alhamdulillah yallah punya ayah yang waras🥹,0
Geme lubang mematika bang,0
bangg pls bnykin gem ky gni pls ak suka bgt🥺🥺🥺,0
"1:46:35 
Janji bang",0
"32:25 itu adat jawa (barat) bng gw,gw dari jawa barat jdi tau",0
KHAWATIR BGT NONTONINNYAAAA,0
yg udah tau: 🥵🥵🥵🥵🥵🥵🥵🥵🥵,1
😲,1
1kalimat jangan main judi,0
makasih windah dan joy kreatif sudah mengajarkan kita hal yang baik ❤❤,0
"Tulisan terbikin kesel+Marah besar itu adalah""Apa benar ini rumahnya kaila? """,0
"Semoga orang yang main judi bisa bertobat ya, semangat bang winda❤",1
Elu gua end😭,0
Ilham Joseph,0
Maaf telat 2 bulan bg win,0
Komen nya pasti paling banyak warga tiktok😊,0
Komen nya pasti paling banyak warga tiktok,1
Komen nya pasti paling banyak warga tiktok,1
Nama gme nya apa bg,0
Lu lagi lu lagi bang yg ada di tv,0
нυн 😢😢,1
"the best sedih, emosi, gelisah juga nonton nya🥺",0
Komen nya banyak warga tiktok🗿,0
Dan aku juga tidak tau dalam bahasa kasar itu apa aku dari lahir sama mama aku gak boleh keluar sekali pun gak boleh keluar aku juga baru pengang hp baru banget dulu aku gak pernah sama sekali kalipun pegang hp sama sekali aku baru nyobain hp dulu aku gak sering keluar sekali pun gak pernah main. hp sekalipun waktu dulu tapi sekarang aku bolehin keluar karna dulu kata mamah aku main hp itu gakboleh kalau belajar boleh😊,0
Bang hallo semangat bg main ya,0
"""Si Brando"" 😹😹😹",1
"EPICCCC, W JOYKREATIF❤",0
Dan dia nyesl 2:06:59,0
Dan dia pingsan (windah) 1:04:49,1
booming bgtt tp baru sempet nonton,1
😢😢😢🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
what a game,0
Name game?,0
Emoji can lift CTR when relevant and restrained.,1
hai bang saya penonton baru 😊,0
Tutorials about viral tools remain perennially relevant.,0
Hai bang Winda,0
Relate si bg huhu sedih,0
Joy kreatif aku pernah nonton kamu tapi aku mau download tapi harus bayar Mama aku nggak punya duit😢,0
Update �Top X� lists regularly to stay relevant.,0
Hihihihiii 😁 😆 😅 😂 🤣 😛 😜 🤪 😝 🤑 🤭 🫢 🫣 🤫 🫡 🥳 🥳 🥳,1
Sedih,0
bg aku takut nanti ayah ku ma**buk,0
sumpah bang ketawa bngt sampe akhir ngakak😭😭😭😭,0
kenapa bang windah ngga kerjasama bikin game sama joy,0
Bg Winda makasih banyak buat semua nya😊 dari gem ni aku dah tau kalo main jut jut bisa merusak hidup maksih bg winda😊❤,0
menghancurkan masa depan,0
takut,0
usir,0
Bertahan woy,0
W windah,0
Nangis di sini gapapa kan?,0
Itu adalah musibah jangan pernah lah bermain judi kalau main judi musibah akan datang 😶😶😶😶😐,1
"ajib terakhir gw tonton cuma ratusan ribu viewsnya, skrg 8 juta cok",0
I can't wait for the next video.,1
"Dapet cerita dri temen yang ikutan judi padahal kerjaan dia UMR jakarta++ gajinya, ketagihan terus terusan akhirnya duit abis dan sering pinjam sana sini, unik ya gaji gede masih aja ikutan judi wkwkwkwkw",0
nangisss bgt gw nontonnya anjrr🥺🥺🥺,0
STOP JUDI ^⁠_⁠^,1
gg,1
W Game,1
Kasian banget cok,0
Woi Cok game pikabu stop itu berbayar pajak 😦,0
😂😂😂😂😂 tolong ngakak bgt,0
Bang windah,0
Ampe terharu gw bg,0
takut😥😥😥😥😥😥😥,0
Kabur,0
Sama dong bang. Uang saku gw pas smp. Gw goceng,0
Quality content as always.,0
Tetap bersyukur,0
1:06:48 Bu Nadia,0
bang windah aku lagi pakai komputer di baca ya,0
Pinjol+judol= bundir,0
Semangat bg winda maaf telat 2 bulan 🗿🗿🗿,0
Before/after thumbnails communicate value instantly.,0
Aku biasa di kasi 200🥱,0
Kabur,0
🎰 + 💳 = ☠️,1
Jir bang,0
jud jud+ pinjol= m*ti secara perlahan,0
aku pernah ngalamin bang tapi alhamdulillah skrng udaa berhenti,0
anjir gurinjay makan bajay,0
1:01:26  W game horror indo,1
Kan bunga nya 40persen bang,0
STOP JUDI🫵,1
udh bnyk orng kya pak beni,0
Halo bang,0
1:01:00,1
HERU HERU HERU heru😂😂😂😂😂😊😊😊😂😂😂😂😂😂,1
1:30:06 W PIKABUU,0
1:30:07 GG Joykeratif,1
1:29:07 ungkap,0
Yadi Yadi bapak Winda yadi😂😂😂😂😂😂,0
😮😮😮😮😮😮😮,1
???????,1
"""pasti ayah nya suroso""   😂",0
Your effort really shows.,0
40:25,1
L windah😂😂😂😂😂😂😂😂,0
Kaget banget pas nongol tu kaila😭,0
Banggg sehatusnya pergi aja ke rumah😢😢,0
P,1
Hsi,1
"Bang windah,game yang abng mainin sekarang sudah nyata kejadian nya,dan viral baru"" ini😢,tpi ending nya beda😢",0
"🙂👍👍👍👌
Never gamble n STOP❌🖐",1
DESERVE TO BE THE GAME OF THE YEAR!!!!,1
Halo bang,0
P,1
saking bagusnya 2jam lebih berasa 2 menit🎉,0
respect developer,0
Sedih gw liat Happ endding,0
bang jangan jadi suami kaya gitu ya bang,0
Sesat ihh bang windah,0
Opening lawak 😭😭😭😭,0
Karya anak bangsa ❤❤❤❤❤❤🎉🎉🎉🎉🎉,1
😮,1
"38:11 hanya orang goblok yg maen juday, juday tidak membuatmu untung tapi membuatmu buntung",1
Betul,0
Saya balik lagi kesini nonton lagi biar kakak saya denger video ini,0
emng knp?,0
Nadia adalah ibuku yg sudah meninggal bang ☹️☹️,0
Yang sabar ureen 😢❤,0
Satu kesalahan boleh menjadi satu perkara yang besar,0
1:30:42 kabur bang windah,0
stop jud jud,1
Jangan gitu,0
Gimana nih😮 1:04:58,0
Aku janji bang windah ganteng dan baik❤,0
22:58 super hent*i😭😭😭😭,1
"Galon❌
Dispenser ✅",0
Bg windah menjiwai bg brohhh,0
Ini alasan gw lebih suka channel miug aug. Kalau bang Winda banyak ending nya,0
GW NANGIS ANJIRR KASIHAN SM EMK NY AMA KYLA 😭😭,0
Kelaaaas,0
bang aku sedih banget melihat endingnya huhuhu,0
Jln sesaf,0
AOSKKWKWWWK INI MAH ORANG STRES KERJA DI REAL LIFE MAIN GAME INI MAU RILEKS MALAH TAMBAH DEPRESI KOCAK 🤣🤣🤣🤣 100000% true Indonesian horror game based on true wide national event (we're doomed) 😭,0
Semangat terus bang windahh kontennya bang jngn pernah putus asa kami selalu dukung abngg❤❤,0
Plisa minta liknya dong😊😊,0
bentak aja,0
Highlight insightful viewer comments in future videos.,0
Anjay koprol dong wkwkwkwkwk,0
Ada bang apa lagi ada juga yg menjual rumah dan fasilitas lainnya,0
Gila jadi live streaming top ketiga di channel windah basudara,0
bg windah coba main game horor Indonesia,1
Anjay seleb 😂😂😂,0
beni anjgg,1
anjir buat sedih 😢,0
"“enjoy every single moment”kata2 yg plg membuat saya terkesan,keren bg joy game nya",0
BAYAR HUTANG ADALAH SETAN,0
Widihh horor banget inimahh 😲😲😲😲😲😲😲🫣🫣🫣,0
nangis deh gue wkwk,0
Serialized arcs mirror binge behavior from streaming services.,0
Bagus banget bang gamenya ada banyak pelajarannya juga. Kerennnn parahh 💯💯,0
Bg winda BG Budi juga udh main ini sama kyk ABG😂,0
8jt views gilaxss😮,0
�Looking back at�� flashbacks evoke nostalgia shares.,1
Start with a tangible outcome; then explain the steps.,0
Mid-roll CTAs outperform end-only requests in long videos.,0
"njir bnran serem cok,dari sekian banyaknya game horor yng di mainin windah cuma ini yng kerasa feel horornya anj",1
Wih game rumah tangga :D,1
Anjasss baru kali ini liat game horror indo yangs seru bgt😭,0
menyalaa nadiaa🔥🔥,1
Gila sih bang gw kesindir awalnya dari ajakan temen emang awal2 dikasih menang tapi k3sini nya rungkad mulu hutang masuh banyak 😢,0
"tobat bro, lu udh sadar dan tau kan saat lu sadar itulah kesempatan emas, tobat bro berhenti main judi",1
Anjirr nangis guaam😢,0
Gw ngakak bgtt liat bg windah menjiwai,0
Yaampun 😮😮😮 horor bgt 😳😳😳😳,0
NANGISSSS😢,0
stop judi ya temen2 😊,1
Sumpah ini game butuh mental bgt si,1
good ❤,1
Arti pikabu stop apa yah,0
22:22 naga Palembang,0
😢😢😢😢😢😢,1
W joy kreatif/windah,1
"W GAME OF THE YEAR, GAME TERHORROR DAN BANYAK PESAN MORAL DI GAME INI",0
Pas secret ending malah squid game😂,0
Gg,1
1:01:14 PLSS NGAKAK,0
Gua yangg terlahir nonton,0
Lu 4rb gua di kasih 500 aja udah seneng,0
"Sampe hari ini ga berhenti bersyukur punya ayah yang bener bener jauh dan dijauhkan dari hal' begini, Thanks God ❤",0
😱,1
"1:24:53 ngakak banget pas bang windah bilang ""ehh di suruh parasut kah bang",0
Percuma anak kecil dilarang ingat di Indonesia larangan adalah perintah 🗿🗿🗿,0
"1:25:33 gue juga kepikiran pasti ini organ tubuh nya dijual si mas beni pas awal"" rentenir ajakkin😢",0
ibu pahlawan tanpa bersayap👸👸,1
<{★WINDAHBASUDARA★}><[‡JOY±KERATIF‡]>,1
nadia!?,0
Aku jadi takut bang kalo keluarga ku kaya gitu 😢😢,0
Nama game apa plis,1
Bapak gua bang pinjol 23jt,0
What a game,0
bang yang keluar lagu yang terakhir itu buat gua sedih jadi kagen kawan gua yang sudah meniggal😭😭😭😭,0
W PIKABUU,1
"JUDI TAK HANYA MENGHABISKAN UANG, TAPI JUGA MENGHANCURKAN HARAPAN MEREKA YANG MENCINTAIMU",0
"1.37.55 ""running for my life""",0
Emang sih game ini keren banget aku sudah pernah cobain grafik nya bagus banget terimakasih joy kreatif,0
Ahh gemes,0
"Anjir kek kisahku, bedanya blum ada istri",0
2:10:20,1
gapernah ngerasain kehadiran  ayah tp liat ini sedih bgt🥲,0
"bang yg mijit itu happy ending bang, itu bukan om om nya tapi beni",1
"Gooodd, makasih bang aku juga ikut kesel pas ending aku nangis. Aku tahu andai judi itu gak ada di dunia. Pasti keluarga mama aku gk kyk di video abang. Jujur game itu mirip cerita keluarga mama! 

Boleh like 😢",0
gua kagett pas anaknya pake baju oren,0
walaupun ayah gw dagang doang dan kadang uang harian dikit tp ga pernah sampe pinjol. makasihh ya allah,0
Bang Winda hebat banget jadi petugas upacara,0
liat si winda ikutlkebawa marah2  kayaknya dia yang memerankan game ini hahaha,0
😮,1
Kok gw nangia bang? 😢,0
Gw bersyukur punya bapak yg gak ngerokok + jud8 ❤❤,0
"Sehoror-horornya game yg dimainkan Bang Windah, game ini lah yang paling horor😢",1
Gila gw sampe nangis loh 😭,0
Sama bang gua biyasanya 4 RB atau 5 RB 😊😊,0
